1	938	938
2	936	936
3	937	937
4	938	938
5	937	938
6	264	0
7	812	496
8	941	938
9	943	942
10	943	943
11	179	0
12	820	258
13	941	938
14	820	945
15	941	880
16	942	935
17	289	0
18	803	312
19	941	913
20	943	936
21	193	0
22	834	229
23	936	934
24	937	934
25	941	936
