1	181
2	182
3	187
4	178
5	185
6	184
7	184
8	183
9	185
10	180
11	185
12	191
13	185
14	175
15	178
16	188
17	189
18	183
19	186
20	191
21	184
22	183
23	186
24	188
25	186
26	184
27	189
28	180
29	187
30	186
31	186
32	192
33	185
34	178
35	187
36	186
37	186
38	188
39	188
40	183
41	185
42	191
43	187
44	187
45	190
46	190
47	184
48	189
49	188
50	187
51	187
52	175
53	161
54	182
55	180
56	183
57	189
58	180
59	187
60	177
61	186
62	190
63	185
64	186
65	190
66	186
67	184
68	188
69	188
70	179
71	181
72	183
73	183
74	185
75	182
76	184
77	184
78	187
79	184
80	179
81	186
82	184
83	184
84	180
85	188
86	184
87	182
88	191
89	186
90	185
91	181
92	184
93	188
94	186
95	185
96	191
97	183
98	156
99	192
100	189
101	188
102	185
103	187
104	184
105	186
106	187
107	189
108	174
109	186
110	190
111	182
112	185
113	191
114	188
115	186
116	188
117	183
118	187
119	189
120	190
121	185
122	187
123	189
124	181
125	186
126	184
127	196
128	183
129	179
130	185
131	187
132	182
133	183
134	182
135	183
136	185
137	186
138	182
139	178
140	177
141	182
142	181
143	148
144	182
145	181
146	184
147	184
148	183
149	181
150	183
151	188
152	187
153	184
154	186
155	186
156	185
157	181
158	182
159	181
160	180
161	186
162	183
163	186
164	185
165	181
166	188
167	180
168	182
169	182
170	186
171	181
172	180
173	188
174	186
175	183
176	182
177	184
178	186
179	178
180	181
181	190
182	173
183	185
184	178
185	182
186	189
187	184
188	163
189	155
190	180
191	183
192	180
193	184
194	187
195	177
196	187
197	187
198	187
199	187
200	182
201	185
202	181
203	180
204	185
205	187
206	184
207	183
208	186
209	188
210	185
211	189
212	185
213	188
214	189
215	186
216	188
217	184
218	186
219	186
220	189
221	189
222	186
223	181
224	185
225	182
226	180
227	187
228	181
229	182
230	180
231	191
232	187
233	182
234	183
235	186
236	183
237	187
238	185
239	188
240	138
241	156
242	182
243	185
244	182
245	180
246	190
247	187
248	183
249	184
250	186
251	183
252	176
253	187
254	181
255	188
256	185
257	185
258	183
259	181
260	184
261	184
262	183
263	181
264	187
265	188
266	186
267	185
268	183
269	182
270	191
271	187
272	185
273	182
274	179
275	187
276	182
277	188
278	182
279	179
280	183
281	179
282	190
283	190
284	180
285	183
286	185
287	187
288	186
289	187
290	164
291	188
292	185
293	180
294	181
295	185
296	186
297	184
298	183
299	186
300	192
