1	181
2	181
3	184
4	180
5	180
6	183
7	182
8	186
9	187
10	182
11	184
12	186
13	181
14	182
15	179
16	184
17	182
18	181
19	177
20	189
21	183
22	187
23	180
24	172
25	181
26	188
27	185
28	188
29	187
30	181
31	183
32	182
33	185
34	181
35	178
36	178
37	186
38	186
39	184
40	187
41	179
42	186
43	184
44	178
45	185
46	183
47	184
48	189
49	178
50	178
51	182
52	185
53	189
54	187
55	181
56	170
57	181
58	178
59	183
60	175
61	183
62	183
63	181
64	184
65	183
66	181
67	182
68	184
69	174
70	180
71	183
72	171
73	184
74	177
75	173
76	182
77	184
78	181
79	186
80	186
81	187
82	187
83	184
84	178
85	183
86	184
87	183
88	183
89	185
90	185
91	183
92	178
93	180
94	176
95	189
96	187
97	188
98	187
99	180
100	171
101	184
102	181
103	185
104	183
105	189
106	184
107	187
108	183
109	182
110	185
111	188
112	184
113	194
114	186
115	187
116	185
117	181
118	188
119	182
120	183
121	184
122	186
123	188
124	177
125	186
126	184
127	188
128	177
129	186
130	183
131	183
132	184
133	181
134	183
135	184
136	186
137	189
138	190
139	189
140	186
141	187
142	186
143	187
144	187
145	185
146	177
147	182
148	185
149	181
150	185
151	178
152	188
153	186
154	189
155	183
156	177
157	180
158	180
159	168
160	184
161	184
162	189
163	183
164	183
165	186
166	188
167	186
168	188
169	188
170	188
171	186
172	189
173	186
174	178
175	178
176	183
177	173
178	161
179	186
180	183
181	181
182	173
183	173
184	179
185	181
186	180
187	180
188	185
189	185
190	182
191	181
192	183
193	183
194	184
195	184
196	181
197	179
198	185
199	179
200	185
201	182
202	184
203	188
204	183
205	185
206	187
207	188
208	187
209	181
210	179
211	186
212	190
213	184
214	183
215	181
216	185
217	186
218	189
219	181
220	184
221	188
222	181
223	185
224	184
225	175
226	179
227	183
228	182
229	180
230	177
231	187
232	186
233	188
234	184
235	181
236	172
237	183
238	186
239	186
240	184
241	187
242	183
243	183
244	186
245	183
246	182
247	184
248	172
249	189
250	181
251	181
252	165
253	180
254	183
255	181
256	169
257	185
258	186
259	202
260	185
261	186
262	181
263	182
264	180
265	190
266	181
267	185
268	181
269	179
270	184
271	186
272	187
273	181
274	187
275	190
276	187
277	184
278	187
279	187
280	186
281	190
282	181
283	177
284	187
285	174
286	182
287	185
288	189
289	185
290	184
291	181
292	168
293	181
294	178
295	183
296	184
297	185
298	190
299	180
300	180
